Fecha,Hora,PM25
2022-04-15,22,-2
2022-04-15,23,-2
2022-04-16,0,0
2022-04-16,1,5
2022-04-16,2,9
2022-04-16,3,19
2022-04-16,4,14
2022-04-16,5,9
2022-04-16,6,9
2022-04-16,7,13
2022-04-16,8,11
2022-04-16,9,20
2022-04-16,10,31
2022-04-16,11,9
2022-04-16,12,9
2022-04-16,13,6
2022-04-16,14,3
2022-04-16,15,-1
2022-04-16,16,-3
2022-04-16,17,-2
2022-04-16,18,-1
2022-04-16,19,0
2022-04-16,20,2
2022-04-16,21,5
2022-04-16,22,22
2022-04-16,23,3
2022-04-17,0,2
2022-04-17,1,3
2022-04-17,2,12
2022-04-17,3,23
2022-04-17,4,20
2022-04-17,5,15
2022-04-17,6,25
2022-04-17,7,17
2022-04-17,8,20
2022-04-17,9,39
2022-04-17,10,27
2022-04-17,11,17
2022-04-17,12,24
2022-04-17,13,21
2022-04-17,14,20
2022-04-17,15,8
2022-04-17,16,11
2022-04-17,17,8
2022-04-17,18,3
2022-04-17,19,-1
2022-04-17,20,-1
2022-04-17,21,-1
2022-04-17,22,10
2022-04-17,23,15
2022-04-18,0,24
2022-04-18,1,11
2022-04-18,2,16
2022-04-18,3,6
2022-04-18,4,4
2022-04-18,5,14
2022-04-18,6,25
2022-04-18,7,23
2022-04-18,8,27
2022-04-18,9,34
2022-04-18,10,28
2022-04-18,11,21
2022-04-18,12,20
2022-04-18,13,17
2022-04-18,14,18
2022-04-18,15,20
2022-04-18,16,19
2022-04-18,17,16
2022-04-18,18,14
2022-04-18,19,11
2022-04-18,20,23
2022-04-18,21,13
2022-04-18,22,17
2022-04-18,23,14
2022-04-19,0,17
2022-04-19,1,25
2022-04-19,2,29
2022-04-19,3,22
2022-04-19,4,24
2022-04-19,5,20
2022-04-19,6,18
2022-04-19,7,27
2022-04-19,8,22
2022-04-19,9,29
2022-04-19,10,20
2022-04-19,11,20
2022-04-19,12,14
2022-04-19,13,11
2022-04-19,14,6
2022-04-19,15,6
2022-04-19,16,8
2022-04-19,17,10
2022-04-19,18,12
2022-04-19,19,12
2022-04-19,20,19
2022-04-19,21,11
2022-04-19,22,8
2022-04-19,23,13
2022-04-20,0,17
2022-04-20,1,25
2022-04-20,2,20
2022-04-20,3,23
2022-04-20,4,23
2022-04-20,5,24
2022-04-20,6,20
2022-04-20,7,22
2022-04-20,8,20
2022-04-20,9,51
2022-04-20,10,20
2022-04-20,11,21
2022-04-20,12,6
2022-04-20,13,3
2022-04-20,14,3
2022-04-20,15,-2
2022-04-20,16,-2
2022-04-20,17,2
2022-04-20,18,0
2022-04-20,19,-1
2022-04-20,20,4
2022-04-20,21,9
2022-04-20,22,8
2022-04-20,23,5
2022-04-21,0,3
2022-04-21,1,5
2022-04-21,2,8
2022-04-21,3,14
2022-04-21,4,19
2022-04-21,5,27
2022-04-21,6,17
2022-04-21,7,14
2022-04-21,8,22
2022-04-21,9,30
2022-04-21,10,28
2022-04-21,11,25
2022-04-21,12,19
2022-04-21,13,16
2022-04-21,14,13
2022-04-21,15,15
2022-04-21,16,15
2022-04-21,17,8
2022-04-21,18,5
2022-04-21,19,5
2022-04-21,20,6
2022-04-21,21,10
2022-04-21,22,42
2022-04-21,23,16
2022-04-22,0,9
2022-04-22,1,10
2022-04-22,2,8
2022-04-22,3,9
2022-04-22,4,16
2022-04-22,5,10
2022-04-22,6,15
2022-04-22,7,12
2022-04-22,8,7
2022-04-22,9,14
2022-04-22,10,13
2022-04-22,11,13
2022-04-22,12,10
2022-04-22,13,10
2022-04-22,14,11
2022-04-22,15,15
2022-04-22,16,17
2022-04-22,17,14
2022-04-22,18,12
2022-04-22,19,12
2022-04-22,20,9
2022-04-22,21,11
2022-04-22,22,10
2022-04-22,23,9
2022-04-23,0,9
2022-04-23,1,9
2022-04-23,2,14
2022-04-23,3,12
2022-04-23,4,15
2022-04-23,5,15
2022-04-23,6,19
2022-04-23,7,17
2022-04-23,8,14
2022-04-23,9,24
2022-04-23,10,11
2022-04-23,11,12
2022-04-23,12,10
2022-04-23,13,11
2022-04-23,14,6
2022-04-23,15,2
2022-04-23,16,1
2022-04-23,17,2
2022-04-23,18,2
2022-04-23,19,1
2022-04-23,20,1
2022-04-23,21,6
2022-04-23,22,10
2022-04-23,23,10
2022-04-24,0,13
2022-04-24,1,10
2022-04-24,2,5
2022-04-24,3,5
2022-04-24,4,7
2022-04-24,5,9
2022-04-24,6,18
2022-04-24,7,20
2022-04-24,8,17
2022-04-24,9,19
2022-04-24,10,18
2022-04-24,11,15
2022-04-24,12,8
2022-04-24,13,7
2022-04-24,14,6
2022-04-24,15,6
2022-04-24,16,4
2022-04-24,17,1
2022-04-24,18,-1
2022-04-24,19,-2
2022-04-24,20,-1
2022-04-24,21,6
2022-04-24,22,4
2022-04-24,23,3
2022-04-25,0,4
2022-04-25,1,9
2022-04-25,2,17
2022-04-25,3,17
2022-04-25,4,9
2022-04-25,5,7
2022-04-25,6,6
2022-04-25,7,11
2022-04-25,8,13
2022-04-25,9,18
2022-04-25,10,18
2022-04-25,11,10
2022-04-25,12,6
2022-04-25,13,8
2022-04-25,14,5
2022-04-25,15,4
2022-04-25,16,3
2022-04-25,17,4
2022-04-25,18,3
2022-04-25,19,3
2022-04-25,20,4
2022-04-25,21,3
2022-04-25,22,6
2022-04-25,23,7
2022-04-26,0,11
2022-04-26,1,13
2022-04-26,2,22
2022-04-26,3,17
2022-04-26,4,17
2022-04-26,5,18
2022-04-26,6,17
2022-04-26,7,19
2022-04-26,8,16
2022-04-26,9,22
2022-04-26,10,17
2022-04-26,11,14
2022-04-26,12,14
2022-04-26,13,13
2022-04-26,14,13
2022-04-26,15,13
2022-04-26,16,10
2022-04-26,17,11
2022-04-26,18,30
2022-04-26,19,12
2022-04-26,20,12
2022-04-26,23,8
2022-04-27,0,8
2022-04-27,1,5
2022-04-27,2,8
2022-04-27,3,7
2022-04-27,4,10
2022-04-27,5,10
2022-04-27,6,6
2022-04-27,7,9
2022-04-27,8,14
2022-04-27,9,15
2022-04-27,10,14
2022-04-27,11,10
2022-04-27,12,10
2022-04-27,13,9
2022-04-27,14,11
2022-04-27,15,9
2022-04-27,16,9
2022-04-27,17,13
2022-04-27,18,9
2022-04-27,19,12
2022-04-27,20,10
2022-04-27,21,8
2022-04-27,22,9
2022-04-27,23,8
2022-04-28,0,6
2022-04-28,1,3
2022-04-28,2,7
2022-04-28,3,11
2022-04-28,4,12
2022-04-28,5,6
2022-04-28,6,6
2022-04-28,7,17
2022-04-28,8,12
2022-04-28,9,17
2022-04-28,10,17
2022-04-28,11,10
2022-04-28,12,8
2022-04-28,13,10
2022-04-28,14,10
2022-04-28,15,6
2022-04-28,16,3
2022-04-28,17,6
2022-04-28,18,7
2022-04-28,19,12
2022-04-28,20,8
2022-04-28,21,10
2022-04-28,22,10
2022-04-28,23,10
2022-04-29,0,7
2022-04-29,1,4
2022-04-29,2,3
2022-04-29,3,9
2022-04-29,4,15
2022-04-29,5,14
2022-04-29,6,15
2022-04-29,7,22
2022-04-29,8,22
2022-04-29,9,18
2022-04-29,10,31
2022-04-29,11,24
2022-04-29,12,9
2022-04-29,13,9
2022-04-29,14,7
2022-04-29,15,6
2022-04-29,16,6
2022-04-29,17,6
2022-04-29,18,8
2022-04-29,19,6
2022-04-29,20,6
2022-04-29,21,7
2022-04-29,22,9
2022-04-29,23,9
2022-04-30,0,6
2022-04-30,1,3
2022-04-30,2,12
2022-04-30,3,10
2022-04-30,4,16
2022-04-30,5,18
2022-04-30,6,10
2022-04-30,7,23
2022-04-30,8,23
2022-04-30,9,22
2022-04-30,10,26
2022-04-30,11,22
2022-04-30,12,21
2022-04-30,13,9
2022-04-30,14,8
2022-04-30,15,9
2022-04-30,16,8
2022-04-30,17,8
2022-04-30,18,7
2022-04-30,19,5
2022-04-30,20,9
2022-04-30,21,11
2022-04-30,22,22
2022-04-30,23,13
2022-05-01,0,21
2022-05-01,1,19
2022-05-01,2,24
2022-05-01,3,27
2022-05-01,4,29
2022-05-01,5,27
2022-05-01,6,24
2022-05-01,7,21
2022-05-01,8,21
2022-05-01,9,16
2022-05-01,10,16
2022-05-01,11,16
2022-05-01,12,23
2022-05-01,13,21
2022-05-01,14,11
2022-05-01,15,13
2022-05-01,16,14
2022-05-01,17,11
2022-05-01,18,13
2022-05-01,19,10
2022-05-01,20,17
2022-05-01,21,18
2022-05-01,22,28
2022-05-01,23,16
2022-05-02,0,21
2022-05-02,1,15
2022-05-02,2,22
2022-05-02,3,14
2022-05-02,4,20
2022-05-02,5,27
2022-05-02,6,29
2022-05-02,7,21
2022-05-02,8,32
2022-05-02,9,17
2022-05-02,10,16
2022-05-02,11,16
2022-05-02,12,13
2022-05-02,13,9
2022-05-02,14,7
2022-05-02,15,8
2022-05-02,16,7
2022-05-02,17,4
2022-05-02,18,1
2022-05-02,19,1
2022-05-02,20,2
2022-05-02,21,8
2022-05-02,22,10
2022-05-02,23,10
2022-05-03,0,8
2022-05-03,1,26
2022-05-03,2,15
2022-05-03,3,14
2022-05-03,4,19
2022-05-03,5,21
2022-05-03,6,21
2022-05-03,7,23
2022-05-03,8,22
2022-05-03,9,18
2022-05-03,10,18
2022-05-03,11,15
2022-05-03,12,15
2022-05-03,13,7
2022-05-03,14,6
2022-05-03,15,18
2022-05-03,16,25
2022-05-03,17,20
2022-05-03,18,13
2022-05-03,19,9
2022-05-03,20,17
2022-05-03,21,16
2022-05-03,22,13
2022-05-03,23,11
2022-05-04,0,8
2022-05-04,1,8
2022-05-04,2,116
2022-05-04,3,91
2022-05-04,4,80
2022-05-04,5,71
2022-05-04,6,68
2022-05-04,7,53
2022-05-04,8,33
2022-05-04,9,68
2022-05-04,10,60
2022-05-04,11,42
2022-05-04,12,38
2022-05-04,13,38
2022-05-04,14,37
2022-05-04,15,44
2022-05-04,16,38
2022-05-04,17,40
2022-05-04,18,36
2022-05-04,19,49
2022-05-04,20,52
2022-05-04,21,48
2022-05-04,22,42
2022-05-04,23,41
2022-05-05,0,36
2022-05-05,1,43
2022-05-05,2,29
2022-05-05,3,14
2022-05-05,4,22
2022-05-05,5,26
2022-05-05,6,46
2022-05-05,7,57
2022-05-05,8,64
2022-05-05,9,64
2022-05-05,10,49
2022-05-05,11,37
2022-05-05,12,38
2022-05-05,13,41
2022-05-05,14,41
2022-05-05,15,41
2022-05-05,16,41
2022-05-05,17,50
2022-05-05,18,19
2022-05-05,19,23
2022-05-05,20,12
2022-05-05,21,9
2022-05-05,22,12
2022-05-05,23,16
2022-05-06,0,9
2022-05-06,1,9
2022-05-06,2,10
2022-05-06,3,16
2022-05-06,4,14
2022-05-06,5,19
2022-05-06,6,21
2022-05-06,7,21
2022-05-06,8,18
2022-05-06,9,17
2022-05-06,10,17
2022-05-06,11,15
2022-05-06,12,13
2022-05-06,13,13
2022-05-06,14,14
2022-05-06,15,14
2022-05-06,16,13
2022-05-06,17,15
2022-05-06,18,10
2022-05-06,19,11
2022-05-06,20,14
2022-05-06,21,18
2022-05-06,22,27
2022-05-06,23,22
2022-05-07,0,14
2022-05-07,1,16
2022-05-07,2,14
2022-05-07,3,15
2022-05-07,4,25
2022-05-07,5,25
2022-05-07,6,20
2022-05-07,7,32
2022-05-07,8,32
2022-05-07,9,30
2022-05-07,10,31
2022-05-07,11,27
2022-05-07,12,19
2022-05-20,16,24
2022-05-20,18,10
2022-05-20,19,17
2022-05-20,20,19
2022-05-20,21,14
2022-05-20,22,19
2022-05-20,23,24
2022-05-21,0,24
2022-05-21,1,24
2022-05-21,2,16
2022-05-21,3,27
2022-05-21,4,28
2022-05-21,5,32
2022-05-21,6,39
2022-05-21,7,39
2022-05-21,8,50
2022-05-21,9,48
2022-05-21,10,24
2022-05-21,11,18
2022-05-21,12,17
2022-05-21,13,33
2022-05-21,14,18
2022-05-21,15,20
2022-05-21,16,12
2022-05-21,17,13
2022-05-21,18,12
2022-05-21,19,14
2022-05-21,20,16
2022-05-21,21,22
2022-05-21,22,9
2022-05-21,23,17
2022-05-22,0,16
2022-05-22,1,13
2022-05-22,2,21
2022-05-22,3,24
2022-05-22,4,24
2022-05-22,5,27
2022-05-22,6,28
2022-05-22,7,31
2022-05-22,8,30
2022-05-22,9,33
2022-05-22,10,27
2022-05-22,11,31
2022-05-22,12,21
2022-05-22,13,31
2022-05-22,14,21
2022-05-22,15,17
2022-05-22,16,17
2022-05-22,17,13
2022-05-22,18,12
2022-05-22,19,12
2022-05-22,20,16
2022-05-22,21,12
2022-05-22,22,21
2022-05-22,23,33
2022-05-23,0,28
2022-05-23,1,27
2022-05-23,2,39
2022-05-23,3,34
2022-05-23,4,35
2022-05-23,5,37
2022-05-23,6,37
2022-05-23,7,45
2022-05-23,8,55
2022-05-23,9,30
2022-05-23,10,32
2022-05-23,11,19
2022-05-23,12,17
2022-05-23,13,13
2022-05-23,14,23
2022-05-23,15,18
2022-05-23,16,12
2022-05-23,17,17
2022-05-23,18,17
2022-05-23,19,17
2022-05-23,20,19
2022-05-23,21,19
2022-05-23,22,21
2022-05-23,23,21
2022-05-24,0,23
2022-05-24,1,32
2022-05-24,2,21
2022-05-24,3,23
2022-05-24,4,23
2022-05-24,5,27
2022-05-24,6,29
2022-05-24,7,27
2022-05-24,8,22
2022-05-24,9,19
2022-05-24,10,20
2022-05-24,11,21
2022-05-24,12,20
2022-05-24,13,11
2022-05-24,14,12
2022-05-24,15,9
2022-05-24,16,15
2022-05-24,17,10
2022-05-24,18,7
2022-05-24,19,21
2022-05-24,20,22
2022-05-24,21,8
2022-05-24,22,6
2022-05-24,23,5
2022-05-25,0,7
2022-05-25,1,8
2022-05-25,2,9
2022-05-25,3,21
2022-05-25,4,18
2022-05-25,5,27
2022-05-25,6,24
2022-05-25,7,32
2022-05-25,8,32
2022-05-25,9,28
2022-05-25,10,24
2022-05-25,11,21
2022-05-25,12,19
2022-05-25,13,12
2022-05-25,14,11
2022-05-25,15,9
2022-05-25,16,6
2022-05-25,17,5
2022-05-25,18,10
2022-05-25,19,8
2022-05-25,20,5
2022-05-25,21,15
2022-05-25,22,10
2022-05-25,23,20
2022-05-26,0,11
2022-05-26,1,15
2022-05-26,2,18
2022-05-26,3,22
2022-05-26,4,29
2022-05-26,5,20
2022-05-26,6,36
2022-05-26,7,38
2022-05-26,8,41
2022-05-26,9,40
2022-05-26,10,45
2022-05-26,11,41
2022-05-26,12,33
2022-05-26,13,32
2022-05-26,14,27
2022-05-26,15,17
2022-05-26,16,18
2022-05-26,17,11
2022-05-26,18,13
2022-05-26,19,14
2022-05-26,20,13
2022-05-26,21,15
2022-05-26,22,12
2022-05-26,23,16
2022-05-27,0,13
2022-05-27,1,17
2022-05-27,2,17
2022-05-27,3,16
2022-05-27,4,27
2022-05-27,5,27
2022-05-27,6,27
2022-05-27,7,26
2022-05-27,8,34
2022-05-27,9,30
2022-05-27,10,28
2022-05-27,11,23
2022-05-27,12,15
2022-05-27,13,21
2022-05-27,14,11
2022-05-27,15,17
2022-05-27,16,15
2022-05-27,17,11
2022-05-27,18,14
2022-05-27,19,11
2022-05-27,20,11
2022-05-27,21,13
2022-05-27,22,18
2022-05-27,23,16
2022-05-28,0,18
2022-05-28,1,20
2022-05-28,2,21
2022-05-28,3,27
2022-05-28,4,24
2022-05-28,5,27
2022-05-28,6,24
2022-05-28,7,41
2022-05-28,8,31
2022-05-28,9,30
2022-05-28,10,25
2022-05-28,11,21
2022-05-28,12,15
2022-05-28,13,18
2022-05-28,14,13
2022-05-28,15,14
2022-05-28,16,16
2022-05-28,17,7
2022-05-28,18,9
2022-05-28,19,13
2022-05-28,20,9
2022-05-28,21,12
2022-05-28,22,13
2022-05-28,23,21
2022-05-29,0,18
2022-05-29,1,12
2022-05-29,2,13
2022-05-29,3,24
2022-05-29,4,25
2022-05-29,5,16
2022-05-29,6,26
2022-05-29,7,23
2022-05-29,8,20
2022-05-29,9,24
2022-05-29,10,27
2022-05-29,11,22
2022-05-29,12,18
2022-05-29,13,9
2022-05-29,14,10
2022-05-29,15,10
2022-05-29,16,15
2022-05-29,17,12
2022-05-29,18,7
2022-05-29,19,9
2022-05-29,20,8
2022-05-29,21,23
2022-05-29,22,7
2022-05-29,23,9
2022-05-30,0,13
2022-05-30,1,11
2022-05-30,2,14
2022-05-30,3,15
2022-05-30,4,9
2022-05-30,5,15
2022-05-30,6,11
2022-05-30,7,23
2022-05-30,8,21
2022-05-30,9,17
2022-05-30,10,13
2022-05-30,11,16
2022-05-30,12,16
2022-05-30,13,13
2022-05-30,14,10
2022-05-30,15,15
2022-05-30,16,9
2022-05-30,17,8
2022-05-30,18,7
2022-05-30,19,8
2022-05-30,20,10
2022-05-30,21,12
2022-05-30,22,10
2022-05-30,23,11
2022-05-31,0,10
2022-05-31,1,12
2022-05-31,2,13
2022-05-31,3,13
2022-05-31,4,10
2022-05-31,5,21
2022-05-31,6,17
2022-05-31,7,25
2022-05-31,8,26
2022-05-31,9,27
2022-05-31,10,33
2022-05-31,11,41
2022-05-31,12,25
2022-05-31,13,15
2022-05-31,14,15
2022-05-31,15,13
2022-05-31,16,9
2022-05-31,17,15
2022-05-31,18,13
2022-05-31,19,7
2022-05-31,20,9
2022-05-31,21,11
2022-05-31,22,8
2022-05-31,23,16
2022-06-01,0,12
2022-06-01,1,15
2022-06-01,2,21
2022-06-01,3,17
2022-06-01,4,23
2022-06-01,5,18
2022-06-01,6,26
2022-06-01,7,31
2022-06-01,8,28
2022-06-01,9,42
2022-06-01,10,33
2022-06-01,11,32
2022-06-01,12,32
2022-06-01,13,27
2022-06-01,14,22
2022-06-01,15,13
2022-06-01,16,11
2022-06-01,17,14
2022-06-01,18,11
2022-06-01,19,10
2022-06-01,20,11
2022-06-01,21,9
2022-06-01,22,17
2022-06-01,23,10
2022-06-02,0,12
2022-06-02,1,13
2022-06-02,2,9
2022-06-02,3,11
2022-06-02,4,16
2022-06-02,5,10
2022-06-02,6,16
2022-06-02,7,20
2022-06-02,8,19
2022-06-02,9,13
2022-06-02,10,12
2022-06-02,11,7
2022-06-02,12,11
2022-06-02,13,10
2022-06-02,14,8
2022-06-02,15,5
2022-06-02,16,6
2022-06-02,17,8
2022-06-02,18,6
2022-06-02,19,14
2022-06-02,20,7
2022-06-02,21,8
2022-06-02,22,6
2022-06-02,23,9
2022-06-03,0,8
2022-06-03,1,7
2022-06-03,2,6
2022-06-03,3,6
2022-06-03,4,3
2022-06-03,5,6
2022-06-03,6,11
2022-06-03,7,11
2022-06-03,8,13
2022-06-03,9,17
2022-06-03,10,19
2022-06-03,11,19
2022-06-03,12,26
2022-06-03,13,19
2022-06-03,14,17
2022-06-03,15,15
2022-06-03,16,13
2022-06-03,17,12
2022-06-03,18,10
2022-06-03,19,10
2022-06-03,20,7
2022-06-03,21,18
2022-06-03,22,13
2022-06-03,23,13
2022-06-04,0,9
2022-06-04,1,6
2022-06-04,2,11
2022-06-04,3,9
2022-06-04,4,14
2022-06-04,5,11
2022-06-04,6,7
2022-06-04,7,15
2022-06-04,8,10
2022-06-04,9,16
2022-06-04,10,17
2022-06-04,11,18
2022-06-04,12,20
2022-06-04,13,9
2022-06-04,14,6
2022-06-04,15,6
2022-06-04,16,2
2022-06-04,17,6
2022-06-04,18,8
2022-06-04,19,8
2022-06-04,20,18
2022-06-04,21,10
2022-06-04,22,8
2022-06-04,23,20
2022-06-05,0,14
2022-06-05,1,15
2022-06-05,2,15
2022-06-05,3,18
2022-06-05,4,12
2022-06-05,5,14
2022-06-05,6,9
2022-06-05,7,7
2022-06-05,8,21
2022-06-05,9,12
2022-06-05,10,12
2022-06-05,11,11
2022-06-05,12,15
2022-06-05,13,11
2022-06-05,14,6
2022-06-05,15,2
2022-06-05,16,2
2022-06-05,17,12
2022-06-05,18,9
2022-06-05,19,8
2022-06-05,20,8
2022-06-05,21,9
2022-06-05,22,12
2022-06-05,23,9
2022-06-06,0,8
2022-06-06,1,10
2022-06-06,2,12
2022-06-06,3,10
2022-06-06,4,8
2022-06-06,5,9
2022-06-06,6,12
2022-06-06,7,8
2022-06-06,8,17
2022-06-06,9,18
2022-06-06,10,21
2022-06-06,11,11
2022-06-06,12,15
2022-06-06,13,16
2022-06-06,14,9
2022-06-06,15,19
2022-06-06,16,6
2022-06-06,17,7
2022-06-06,18,10
2022-06-06,19,10
2022-06-06,20,10
2022-06-06,21,9
2022-06-06,22,8
2022-06-06,23,8
2022-06-07,0,9
2022-06-07,1,7
2022-06-07,2,7
2022-06-07,3,11
2022-06-07,4,11
2022-06-07,5,23
2022-06-07,6,16
2022-06-07,7,22
2022-06-07,8,20
2022-06-07,9,12
2022-06-07,10,9
2022-06-07,11,9
2022-06-07,12,9
2022-06-07,13,8
2022-06-07,14,7
2022-06-07,15,4
2022-06-07,16,5
2022-06-07,17,5
2022-06-07,18,9
2022-06-07,19,7
2022-06-07,20,14
2022-06-07,21,14
2022-06-07,22,8
2022-06-07,23,18
2022-06-08,0,12
2022-06-08,1,20
2022-06-08,2,23
2022-06-08,3,17
2022-06-08,4,23
2022-06-08,5,22
2022-06-08,6,24
2022-06-08,7,31
2022-06-08,8,34
2022-06-08,9,27
2022-06-08,10,23
2022-06-08,11,21
2022-06-08,12,21
2022-06-08,13,9
2022-06-08,14,16
2022-06-08,15,17
2022-06-08,16,17
2022-06-08,17,3
2022-06-08,18,4
2022-06-08,19,10
2022-06-08,20,12
2022-06-08,21,13
2022-06-08,22,12
2022-06-08,23,17
2022-06-09,0,20
2022-06-09,1,18
2022-06-09,2,23
2022-06-09,3,20
2022-06-09,4,24
2022-06-09,5,19
2022-06-09,6,22
2022-06-09,7,25
2022-06-09,8,24
2022-06-09,9,19
2022-06-09,10,19
2022-06-09,11,19
2022-06-09,12,14
2022-06-09,13,10
2022-06-09,14,10
2022-06-09,15,6
2022-06-09,16,6
2022-06-09,17,4
2022-06-09,18,10
2022-06-09,19,10
2022-06-09,20,14
2022-06-09,21,10
2022-06-09,22,5
2022-06-09,23,7
2022-06-10,0,5
2022-06-10,1,2
2022-06-10,2,12
2022-06-10,3,13
2022-06-10,4,7
2022-06-10,5,13
2022-06-10,6,10
2022-06-10,7,15
2022-06-10,8,18
2022-06-10,9,11
2022-06-10,10,6
2022-06-10,11,10
2022-06-10,12,13
2022-06-10,13,7
2022-06-10,14,15
2022-06-10,15,8
2022-06-10,16,10
2022-06-10,17,9
2022-06-10,18,11
2022-06-10,19,7
2022-06-10,20,13
2022-06-10,21,10
2022-06-10,22,20
2022-06-10,23,15
2022-06-11,0,10
2022-06-11,1,17
2022-06-11,2,14
2022-06-11,3,12
2022-06-11,4,7
2022-06-11,5,16
2022-06-11,6,9
2022-06-11,7,11
2022-06-11,8,13
2022-06-11,9,20
2022-06-11,10,18
2022-06-11,11,24
2022-06-11,12,13
2022-06-11,13,15
2022-06-11,14,13
2022-06-11,15,8
2022-06-11,16,6
2022-06-11,17,26
2022-06-11,18,14
2022-06-11,19,7
2022-06-11,20,7
2022-06-11,21,13
2022-06-11,22,11
2022-06-11,23,9
2022-06-12,0,19
2022-06-12,1,17
2022-06-12,2,16
2022-06-12,3,16
2022-06-12,4,23
2022-06-12,5,25
2022-06-12,6,26
2022-06-12,7,16
2022-06-12,8,8
2022-06-12,9,23
2022-06-12,10,16
2022-06-12,11,16
2022-06-12,12,13
2022-06-12,13,15
2022-06-12,14,10
2022-06-12,15,8
2022-06-12,16,10
2022-06-12,17,15
2022-06-12,18,14
2022-06-12,19,16
2022-06-12,20,11
2022-06-12,21,16
2022-06-12,22,14
2022-06-12,23,11
2022-06-13,0,14
2022-06-13,1,14
2022-06-13,2,14
2022-06-13,3,20
2022-06-13,4,17
2022-06-13,5,20
2022-06-13,6,9
2022-06-13,7,14
2022-06-13,8,17
2022-06-13,9,13
2022-06-13,10,16
2022-06-13,11,19
2022-06-13,12,14
2022-06-13,13,11
2022-06-13,14,12
2022-06-13,15,11
2022-06-13,16,10
2022-06-13,17,12
2022-06-13,18,9
2022-06-13,19,14
2022-06-13,20,10
2022-06-13,21,13
2022-06-13,22,9
2022-06-13,23,14
2022-06-14,0,12
2022-06-14,1,8
2022-06-14,2,3
2022-06-14,3,6
2022-06-14,4,6
2022-06-14,5,8
2022-06-14,6,8
2022-06-14,7,11
2022-06-14,8,19
2022-06-14,9,14
2022-06-14,10,17
2022-06-14,11,20
2022-06-14,12,11
2022-06-14,13,11
2022-06-14,14,10
2022-06-14,15,6
2022-06-14,16,9
2022-06-14,17,14
2022-06-14,18,9
2022-06-14,19,13
2022-06-14,20,12
2022-06-14,21,7
2022-06-14,22,5
2022-06-14,23,5
2022-06-15,0,9
2022-06-15,1,5
2022-06-15,2,4
2022-06-15,3,9
2022-06-15,4,7
2022-06-15,5,8
2022-06-15,6,13
2022-06-15,7,9
2022-06-15,8,8
2022-06-15,9,6
2022-06-15,10,4
2022-06-15,11,1
2022-06-15,12,1
2022-06-15,13,0
2022-06-15,14,1
2022-06-15,15,1
2022-06-15,16,1
2022-06-15,17,2
2022-06-15,18,4
2022-06-15,19,6
2022-06-15,20,5
2022-06-15,21,5
2022-06-15,22,9
2022-06-15,23,13
2022-06-16,0,9
2022-06-16,1,6
2022-06-16,2,9
2022-06-16,3,11
2022-06-16,4,13
