Fecha,Hora,WS
2022-04-22,6,1.1
2022-04-22,7,1.0
2022-04-22,8,1.0
2022-04-22,9,1.2
2022-04-22,10,1.3
2022-04-22,11,1.9
2022-04-22,12,1.9
2022-04-22,13,1.7
2022-04-22,14,2.0
2022-04-22,15,2.0
2022-04-22,16,1.9
2022-04-22,17,1.4
2022-04-22,18,1.4
2022-04-22,19,2.5
2022-04-22,20,2.1
2022-04-22,21,1.3
2022-04-22,22,2.0
2022-04-22,23,2.5
2022-04-23,0,1.5
2022-04-23,1,1.4
2022-04-23,2,0.8
2022-04-23,3,1.3
2022-04-23,4,1.2
2022-04-23,5,1.1
2022-04-23,6,1.6
2022-04-23,7,1.5
2022-04-23,8,1.7
2022-04-23,9,2.4
2022-04-23,10,2.3
2022-04-23,11,2.3
2022-04-23,12,2.1
2022-04-23,13,2.3
2022-04-23,14,1.8
2022-04-23,15,2.2
2022-04-23,16,1.8
2022-04-23,17,1.8
2022-04-23,18,1.4
2022-04-23,19,1.4
2022-04-23,20,1.2
2022-04-23,21,1.8
2022-04-23,22,2.0
2022-04-23,23,1.3
2022-04-24,0,1.5
2022-04-24,1,1.2
2022-04-24,2,1.4
2022-04-24,3,1.9
2022-04-24,4,1.7
2022-04-24,5,2.1
2022-04-24,6,1.0
2022-04-24,7,1.5
2022-04-24,8,2.2
2022-04-24,9,2.1
2022-04-24,10,2.0
2022-04-24,11,2.3
2022-04-24,12,2.5
2022-04-24,13,2.9
2022-04-24,14,2.2
2022-04-24,15,2.4
2022-04-24,16,3.3
2022-04-24,17,3.1
2022-04-24,18,2.6
2022-04-24,19,3.3
2022-04-24,20,2.3
2022-04-24,21,2.0
2022-04-24,22,1.8
2022-04-24,23,1.2
2022-04-25,0,1.5
2022-04-25,1,1.0
2022-04-25,2,2.3
2022-04-25,3,1.3
2022-04-25,4,0.6
2022-04-25,5,0.7
2022-04-25,6,0.5
2022-04-25,7,0.7
2022-04-25,8,0.9
2022-04-25,9,1.2
2022-04-25,10,1.4
2022-04-25,11,1.8
2022-04-25,12,1.7
2022-04-25,13,1.6
2022-04-25,14,2.2
2022-04-25,15,2.0
2022-04-25,16,2.1
2022-04-25,17,1.8
2022-04-25,18,1.3
2022-04-25,19,1.4
2022-04-25,20,1.0
2022-04-25,21,1.2
2022-04-25,22,1.7
2022-04-25,23,2.1
2022-04-26,0,3.3
2022-04-26,1,1.7
2022-04-26,2,2.1
2022-04-26,3,1.8
2022-04-26,4,2.2
2022-04-26,5,2.0
2022-04-26,6,1.7
2022-04-26,7,2.1
2022-04-26,8,1.6
2022-04-26,9,2.2
2022-04-26,10,2.2
2022-04-26,11,2.3
2022-04-26,12,2.2
2022-04-26,13,2.3
2022-04-26,14,2.5
2022-04-26,15,3.8
2022-04-26,16,5.6
2022-04-26,17,5.8
2022-04-26,18,8.0
2022-04-26,19,5.3
2022-04-26,20,2.6
2022-04-26,22,3.2
2022-04-26,23,2.5
2022-04-27,0,1.0
2022-04-27,1,1.1
2022-04-27,2,1.5
2022-04-27,3,1.5
2022-04-27,4,1.7
2022-04-27,5,1.3
2022-04-27,6,1.1
2022-04-27,7,1.5
2022-04-27,8,1.1
2022-04-27,9,1.0
2022-04-27,10,1.1
2022-04-27,11,1.5
2022-04-27,12,1.6
2022-04-27,13,1.7
2022-04-27,14,1.6
2022-04-27,15,1.7
2022-04-27,16,1.4
2022-04-27,17,1.9
2022-04-27,18,1.9
2022-04-27,19,3.6
2022-04-27,20,2.4
2022-04-27,21,3.2
2022-04-27,22,2.9
2022-04-27,23,2.5
2022-04-28,0,1.2
2022-04-28,1,1.4
2022-04-28,2,1.4
2022-04-28,3,1.3
2022-04-28,4,0.7
2022-04-28,5,0.6
2022-04-28,6,0.7
2022-04-28,7,0.5
2022-04-28,8,1.0
2022-04-28,9,2.2
2022-04-28,10,2.1
2022-04-28,11,2.0
2022-04-28,12,2.1
2022-04-28,13,1.5
2022-04-28,14,2.2
2022-04-28,15,2.3
2022-04-28,16,1.9
2022-04-28,17,2.1
2022-04-28,18,1.3
2022-04-28,19,0.8
2022-04-28,20,1.0
2022-04-28,21,1.7
2022-04-28,22,2.8
2022-04-28,23,1.4
2022-04-29,0,1.8
2022-04-29,1,1.7
2022-04-29,2,0.9
2022-04-29,3,0.5
2022-04-29,4,0.5
2022-04-29,5,0.8
2022-04-29,6,0.7
2022-04-29,7,0.8
2022-04-29,8,0.6
2022-04-29,9,0.7
2022-04-29,10,1.3
2022-04-29,11,1.3
2022-04-29,12,2.1
2022-04-29,13,2.6
2022-04-29,14,2.8
2022-04-29,15,3.5
2022-04-29,16,2.9
2022-04-29,17,3.2
2022-04-29,18,2.9
2022-04-29,19,1.9
2022-04-29,20,1.8
2022-04-29,21,1.7
2022-04-29,22,1.5
2022-04-29,23,1.7
2022-04-30,0,2.9
2022-04-30,1,2.2
2022-04-30,2,1.5
2022-04-30,3,1.2
2022-04-30,4,1.4
2022-04-30,5,1.2
2022-04-30,6,1.1
2022-04-30,7,1.1
2022-04-30,8,1.1
2022-04-30,9,0.7
2022-04-30,10,1.1
2022-04-30,11,1.3
2022-04-30,12,1.6
2022-04-30,13,1.8
2022-04-30,14,2.1
2022-04-30,15,2.2
2022-04-30,16,1.9
2022-04-30,17,2.1
2022-04-30,18,1.3
2022-04-30,19,1.1
2022-04-30,20,1.1
2022-04-30,21,1.5
2022-04-30,22,2.1
2022-04-30,23,2.1
2022-05-01,0,2.8
2022-05-01,1,1.9
2022-05-01,2,0.9
2022-05-01,3,1.5
2022-05-01,4,0.9
2022-05-01,5,0.9
2022-05-01,6,1.1
2022-05-01,7,1.1
2022-05-01,8,1.6
2022-05-01,9,1.5
2022-05-01,10,2.0
2022-05-01,11,2.0
2022-05-01,12,2.4
2022-05-01,13,2.6
2022-05-01,14,2.8
2022-05-01,15,2.4
2022-05-01,16,2.6
2022-05-01,17,2.6
2022-05-01,18,2.0
2022-05-01,19,1.4
2022-05-01,20,0.6
2022-05-01,22,1.2
2022-05-01,23,2.1
2022-05-02,0,2.4
2022-05-02,1,2.2
2022-05-02,2,2.4
2022-05-02,3,2.4
2022-05-02,4,1.3
2022-05-02,5,1.3
2022-05-02,6,1.2
2022-05-02,7,2.0
2022-05-02,8,3.0
2022-05-02,9,2.0
2022-05-02,10,2.3
2022-05-02,11,2.5
2022-05-02,12,2.2
2022-05-02,13,2.9
2022-05-02,14,2.9
2022-05-02,15,2.2
2022-05-02,16,2.8
2022-05-02,17,2.4
2022-05-02,18,2.2
2022-05-02,19,1.7
2022-05-02,20,1.6
2022-05-02,21,0.8
2022-05-02,22,1.3
2022-05-02,23,1.9
2022-05-03,0,2.6
2022-05-03,1,2.0
2022-05-03,2,1.3
2022-05-03,3,1.4
2022-05-03,4,1.4
2022-05-03,5,1.7
2022-05-03,6,0.9
2022-05-03,7,0.9
2022-05-03,8,1.4
2022-05-03,9,1.1
2022-05-03,10,1.5
2022-05-03,11,1.2
2022-05-03,12,1.6
2022-05-03,13,2.3
2022-05-03,14,2.8
2022-05-03,15,3.0
2022-05-03,16,2.4
2022-05-03,17,3.2
2022-05-03,18,3.0
2022-05-03,19,2.1
2022-05-03,20,1.0
2022-05-03,21,0.8
2022-05-03,22,2.0
2022-05-03,23,1.1
2022-05-04,0,1.5
2022-05-04,1,1.5
2022-05-04,2,1.1
2022-05-04,3,1.0
2022-05-04,4,0.9
2022-05-04,5,0.9
2022-05-04,6,0.7
2022-05-04,7,0.7
2022-05-04,8,0.6
2022-05-04,9,0.8
2022-05-04,10,1.4
2022-05-04,11,1.5
2022-05-04,12,1.8
2022-05-04,13,2.2
2022-05-04,14,2.6
2022-05-04,15,3.6
2022-05-04,16,3.2
2022-05-04,17,1.9
2022-05-04,18,1.9
2022-05-04,19,1.4
2022-05-04,20,1.0
2022-05-04,21,1.3
2022-05-04,22,2.7
2022-05-04,23,2.5
2022-05-05,0,1.4
2022-05-05,1,0.8
2022-05-05,2,0.9
2022-05-05,3,1.0
2022-05-05,4,0.6
2022-05-05,5,0.8
2022-05-05,6,0.5
2022-05-05,7,1.1
2022-05-05,8,1.4
2022-05-05,9,0.8
2022-05-05,10,1.1
2022-05-05,11,1.5
2022-05-05,12,1.5
2022-05-05,13,2.6
2022-05-05,14,2.8
2022-05-05,15,2.3
2022-05-05,16,2.5
2022-05-05,17,2.2
2022-05-05,18,2.4
2022-05-05,19,1.9
2022-05-05,20,1.1
2022-05-05,21,1.5
2022-05-05,22,2.0
2022-05-05,23,1.8
2022-05-06,0,1.1
2022-05-06,1,1.2
2022-05-06,2,1.1
2022-05-06,3,1.4
2022-05-06,4,0.6
2022-05-06,5,1.0
2022-05-06,6,1.1
2022-05-06,7,2.2
2022-05-06,8,2.8
2022-05-06,9,3.0
2022-05-06,10,2.6
2022-05-06,11,2.0
2022-05-06,12,1.6
2022-05-06,13,1.6
2022-05-06,14,1.5
2022-05-06,15,1.8
2022-05-06,16,1.2
2022-05-06,17,1.0
2022-05-06,18,0.9
2022-05-06,20,0.9
2022-05-06,21,1.1
2022-05-06,22,2.0
2022-05-06,23,1.2
2022-05-07,0,1.6
2022-05-07,1,1.1
2022-05-07,3,0.6
2022-05-07,4,0.6
2022-05-07,5,0.9
2022-05-07,6,0.8
2022-05-07,7,0.9
2022-05-07,8,0.8
2022-05-07,9,0.8
2022-05-07,10,0.9
2022-05-07,11,1.2
2022-05-07,12,1.5
2022-05-07,13,2.0
2022-05-07,14,1.8
2022-05-07,15,2.2
2022-05-07,16,2.1
2022-05-07,17,2.8
2022-05-07,18,2.3
2022-05-07,19,1.9
2022-05-07,20,2.6
2022-05-07,21,3.5
2022-05-07,22,3.1
2022-05-07,23,1.2
2022-05-08,0,0.8
2022-05-08,1,0.7
2022-05-08,2,1.2
2022-05-08,3,1.5
2022-05-08,4,0.8
2022-05-08,5,0.6
2022-05-08,6,1.0
2022-05-08,7,0.6
2022-05-08,8,1.4
2022-05-08,9,2.3
2022-05-08,10,1.6
2022-05-08,11,1.9
2022-05-08,12,2.5
2022-05-08,13,2.4
2022-05-08,14,2.5
2022-05-08,15,2.0
2022-05-08,16,2.2
2022-05-08,17,2.0
2022-05-08,18,3.2
2022-05-08,19,2.6
2022-05-08,20,2.6
2022-05-08,21,2.2
2022-05-08,22,1.7
2022-05-08,23,2.4
2022-05-09,0,1.8
2022-05-09,1,1.5
2022-05-09,2,1.2
2022-05-09,3,1.0
2022-05-09,4,0.8
2022-05-09,5,0.9
2022-05-09,6,1.3
2022-05-09,7,1.9
2022-05-09,8,1.9
2022-05-09,9,2.0
2022-05-09,10,1.9
2022-05-09,11,1.3
2022-05-09,12,2.0
2022-05-09,13,1.7
2022-05-09,14,2.1
2022-05-09,15,2.2
2022-05-09,16,1.5
2022-05-09,17,1.7
2022-05-09,18,1.1
2022-05-09,19,1.0
2022-05-09,20,1.3
2022-05-09,21,1.9
2022-05-09,22,1.4
2022-05-09,23,1.6
2022-05-10,0,1.0
2022-05-10,1,1.8
2022-05-10,2,1.4
2022-05-10,3,1.2
2022-05-10,4,1.2
2022-05-10,5,1.3
2022-05-10,6,0.8
2022-05-10,7,1.2
2022-05-10,8,1.0
2022-05-10,9,1.1
2022-05-10,10,1.2
2022-05-10,11,1.3
2022-05-10,12,1.6
2022-05-10,13,1.5
2022-05-10,14,2.3
2022-05-10,15,1.5
2022-05-10,16,3.1
2022-05-10,17,4.9
2022-05-10,18,1.9
2022-05-10,19,5.2
2022-05-10,20,4.4
2022-05-10,21,3.5
2022-05-10,22,2.2
2022-05-10,23,2.5
2022-05-11,0,2.8
2022-05-11,1,2.1
2022-05-11,2,3.5
2022-05-11,3,2.1
2022-05-11,5,2.4
2022-05-11,6,2.1
2022-05-11,7,2.1
2022-05-11,8,2.3
2022-05-11,9,1.3
2022-05-11,10,1.3
2022-05-11,11,1.8
2022-05-11,12,2.0
2022-05-11,13,2.2
2022-05-11,14,2.2
2022-05-11,15,2.1
2022-05-11,16,2.0
2022-05-11,17,2.0
2022-05-11,18,2.6
2022-05-11,19,4.2
2022-05-11,20,4.7
2022-05-11,21,4.0
2022-05-11,22,5.7
2022-05-11,23,4.5
2022-05-12,0,3.5
2022-05-12,1,2.8
2022-05-12,2,1.8
2022-05-12,3,1.5
2022-05-12,4,1.6
2022-05-12,5,1.3
2022-05-12,6,1.7
2022-05-12,7,1.2
2022-05-12,8,1.5
2022-05-12,9,1.3
2022-05-12,10,1.6
2022-05-12,11,1.7
2022-05-13,17,1.8
2022-05-13,18,1.0
2022-05-13,19,1.2
2022-05-13,20,0.9
2022-05-13,21,1.7
2022-05-13,22,2.3
2022-05-13,23,1.5
2022-05-14,0,2.1
2022-05-14,1,2.1
2022-05-14,2,1.7
2022-05-14,3,2.3
2022-05-14,4,1.8
2022-05-14,5,1.3
2022-05-14,6,1.0
2022-05-14,7,1.0
2022-05-14,8,0.9
2022-05-14,9,1.3
2022-05-14,11,1.6
2022-05-14,12,1.7
2022-05-14,13,1.7
2022-05-14,14,3.4
2022-05-14,15,1.9
2022-05-14,16,3.3
2022-05-14,17,2.1
2022-05-14,18,2.4
2022-05-14,19,1.9
2022-05-14,20,2.8
2022-05-14,21,2.9
2022-05-14,22,1.5
2022-05-14,23,2.2
2022-05-15,0,1.9
2022-05-15,1,1.0
2022-05-15,2,0.8
2022-05-15,3,1.4
2022-05-15,4,1.2
2022-05-15,5,1.4
2022-05-15,6,2.1
2022-05-15,7,2.4
2022-05-15,8,1.6
2022-05-15,9,0.9
2022-05-15,10,0.9
2022-05-15,11,1.1
2022-05-15,12,1.6
2022-05-15,13,2.7
2022-05-15,14,2.8
2022-05-15,15,3.1
2022-05-15,16,2.9
2022-05-15,17,3.3
2022-05-15,18,2.9
2022-05-15,19,2.3
2022-05-15,20,1.7
2022-05-15,21,2.8
2022-05-15,22,2.5
2022-05-15,23,1.7
2022-05-16,0,1.6
2022-05-16,1,0.8
2022-05-16,2,1.0
2022-05-16,3,0.7
2022-05-16,4,0.6
2022-05-16,5,1.0
2022-05-16,6,0.7
2022-05-16,7,1.0
2022-05-16,8,1.0
2022-05-16,9,1.1
2022-05-16,10,1.6
2022-05-16,11,1.5
2022-05-16,12,1.8
2022-05-16,13,2.3
2022-05-16,14,1.5
2022-05-16,15,1.7
2022-05-16,16,1.5
2022-05-16,17,1.0
2022-05-16,18,0.9
2022-05-16,19,0.8
2022-05-16,20,3.2
2022-05-16,21,3.3
2022-05-16,22,3.1
2022-05-16,23,2.3
2022-05-17,0,1.5
2022-05-17,1,2.4
2022-05-17,2,2.5
2022-05-17,3,2.6
2022-05-17,4,2.5
2022-05-17,5,2.7
2022-05-17,6,2.2
2022-05-17,7,1.7
2022-05-17,8,1.6
2022-05-17,9,2.3
2022-05-17,10,2.2
2022-05-17,11,2.5
2022-05-17,12,2.5
2022-05-17,13,2.3
2022-05-17,14,1.8
2022-05-17,15,1.9
2022-05-17,16,1.7
2022-05-17,17,5.0
2022-05-17,18,4.6
2022-05-17,19,2.5
2022-05-17,20,2.2
2022-05-17,21,1.8
2022-05-17,22,1.1
2022-05-17,23,0.9
2022-05-18,0,1.1
2022-05-18,1,1.2
2022-05-18,2,0.8
2022-05-18,3,1.2
2022-05-18,4,0.8
2022-05-18,5,0.8
2022-05-18,6,0.8
2022-05-18,7,1.3
2022-05-18,8,1.9
2022-05-18,9,1.2
2022-05-18,10,1.5
2022-05-18,11,1.6
2022-05-18,12,1.4
2022-05-18,13,1.4
2022-05-18,14,1.6
2022-05-18,15,2.1
2022-05-18,16,2.1
2022-05-18,17,1.9
2022-05-18,18,4.1
2022-05-18,19,4.7
2022-05-18,20,3.2
2022-05-18,21,2.1
2022-05-18,22,1.4
2022-05-18,23,3.7
2022-05-19,0,2.7
2022-05-19,1,0.7
2022-05-19,2,0.7
2022-05-19,3,1.1
2022-05-19,4,0.6
2022-05-19,5,1.1
2022-05-19,6,0.7
2022-05-19,7,0.6
2022-05-19,8,1.2
2022-05-19,9,2.1
2022-05-19,10,1.7
2022-05-19,11,1.6
2022-05-19,12,1.9
2022-05-19,13,2.3
2022-05-19,14,1.8
2022-05-19,15,1.9
2022-05-19,16,2.0
2022-05-19,17,1.2
2022-05-19,18,1.8
2022-05-19,19,1.4
2022-05-19,20,0.6
2022-05-19,21,2.4
2022-05-19,22,1.6
2022-05-19,23,2.3
2022-05-20,0,1.8
2022-05-20,1,0.8
2022-05-20,2,0.9
2022-05-20,3,0.7
2022-05-20,4,1.8
2022-05-20,5,1.6
2022-05-20,6,1.9
2022-05-20,7,2.2
2022-05-20,8,2.2
2022-05-20,9,1.8
2022-05-20,10,2.3
2022-05-20,11,2.8
2022-05-20,12,3.9
2022-05-20,13,3.4
2022-05-20,14,3.4
2022-05-20,15,3.2
2022-05-20,16,4.5
2022-05-20,17,4.6
2022-05-20,18,4.6
2022-05-20,19,4.2
2022-05-20,20,3.3
2022-05-20,21,2.8
2022-05-20,22,1.4
2022-05-20,23,2.2
2022-05-21,0,2.6
2022-05-21,1,1.1
2022-05-21,2,1.2
2022-05-21,3,0.9
2022-05-21,4,0.9
2022-05-21,5,0.7
2022-05-21,6,0.9
2022-05-21,7,0.7
2022-05-21,8,1.2
2022-05-21,9,1.3
2022-05-21,10,1.3
2022-05-21,11,1.7
2022-05-21,12,2.2
2022-05-21,13,2.7
2022-05-21,14,3.1
2022-05-21,15,2.7
2022-05-21,16,2.4
2022-05-21,17,3.0
2022-05-21,18,3.1
2022-05-21,19,2.4
2022-05-21,20,1.2
2022-05-21,21,1.4
2022-05-21,22,2.0
2022-05-21,23,1.5
2022-05-22,0,1.3
2022-05-22,1,1.4
2022-05-22,2,0.8
2022-05-22,3,1.0
2022-05-22,4,0.7
2022-05-22,5,0.7
2022-05-22,6,1.0
2022-05-22,7,0.8
2022-05-22,8,0.6
2022-05-22,9,0.8
2022-05-22,10,0.9
2022-05-22,11,1.2
2022-05-22,12,1.8
2022-05-22,13,2.3
2022-05-22,14,2.5
2022-05-22,15,2.3
2022-05-22,16,2.1
2022-05-22,17,2.4
2022-05-22,18,2.5
2022-05-22,19,1.4
2022-05-22,20,1.3
2022-05-22,21,2.5
2022-05-22,22,1.7
2022-05-22,23,1.2
2022-05-23,0,1.4
2022-05-23,1,2.2
2022-05-23,2,1.5
2022-05-23,3,1.1
2022-05-23,4,1.1
2022-05-23,5,1.1
2022-05-23,6,1.0
2022-05-23,7,1.0
2022-05-23,8,1.5
2022-05-23,9,2.2
2022-05-23,10,1.9
2022-05-23,11,1.9
2022-05-23,12,2.0
2022-05-23,13,2.4
2022-05-23,14,2.6
2022-05-23,15,2.5
2022-05-23,16,2.7
2022-05-23,17,3.2
2022-05-23,18,3.7
2022-05-23,19,3.0
2022-05-23,20,3.7
2022-05-23,21,2.8
2022-05-23,22,1.9
2022-05-23,23,1.6
2022-05-24,0,2.1
2022-05-24,1,2.5
2022-05-24,2,1.2
2022-05-24,3,1.0
2022-05-24,4,1.1
2022-05-24,5,2.4
2022-05-24,6,2.6
2022-05-24,7,2.3
2022-05-24,8,2.4
2022-05-24,9,2.3
2022-05-24,10,2.8
2022-05-24,11,2.3
2022-05-24,12,4.3
2022-05-24,13,4.6
2022-05-24,14,5.4
2022-05-24,15,4.3
2022-05-24,16,4.5
2022-05-24,17,3.9
2022-05-24,18,3.1
2022-05-24,19,3.4
2022-05-24,20,3.0
2022-05-24,21,3.3
2022-05-24,22,3.6
2022-05-24,23,1.5
2022-05-25,0,1.3
2022-05-25,1,1.0
2022-05-25,2,1.6
2022-05-25,3,1.5
2022-05-25,4,2.3
2022-05-25,5,2.0
2022-05-25,6,1.4
2022-05-25,7,1.0
2022-05-25,8,0.8
2022-05-25,9,0.8
2022-05-25,10,1.0
2022-05-25,11,1.3
2022-05-25,12,1.7
2022-05-25,13,1.6
2022-05-25,14,1.6
2022-05-25,15,1.8
2022-05-25,16,1.6
2022-05-25,17,1.9
2022-05-25,18,1.3
2022-05-25,19,0.8
2022-05-25,20,1.2
2022-05-25,22,1.5
2022-05-25,23,1.2
2022-05-26,0,0.8
2022-05-26,1,1.2
2022-05-26,2,1.3
2022-05-26,3,1.1
2022-05-26,4,0.9
2022-05-26,5,0.9
2022-05-26,6,0.9
2022-05-26,7,1.0
2022-05-26,8,1.3
2022-05-26,9,1.4
2022-05-26,10,1.6
2022-05-26,11,1.6
2022-05-26,12,2.0
2022-05-26,13,2.0
2022-05-26,14,2.1
2022-05-26,15,2.4
2022-05-26,16,2.4
2022-05-26,17,2.2
2022-05-26,18,3.4
2022-05-26,19,4.0
2022-05-26,20,2.8
2022-05-26,21,2.1
2022-05-26,22,2.7
2022-05-26,23,3.1
2022-05-27,0,2.4
2022-05-27,1,2.9
2022-05-27,2,2.1
2022-05-27,3,1.8
2022-05-27,4,1.4
2022-05-27,5,1.9
2022-05-27,6,2.2
2022-05-27,7,2.1
2022-05-27,8,1.2
2022-05-27,9,1.5
2022-05-27,10,1.9
2022-05-27,11,3.1
2022-05-27,12,3.1
